Source,Target,Type,Id,Label,Weight
El Nuevo Mercurio,"Nervo, Amado",Directed,6332,,3
Gente Vieja,"Nervo, Amado",Directed,6333,,1
Lectura Amena,"Nervo, Amado",Directed,6334,,9
Luz i Sombra,"Nervo, Amado",Directed,6335,,1
Renacimiento,"Nervo, Amado",Directed,6336,,4
Revista Azul,"Nervo, Amado",Directed,6337,,11
Revista Nueva Spain,"Nervo, Amado",Directed,6338,,8
Trofeos,"Nervo, Amado",Directed,6339,,1
Revista Nueva Spain,"Nessy, I.",Directed,6340,,2
Revista Nueva Spain,"Nessy, J.",Directed,6341,,1
Luz,"Nicholson, William",Directed,6342,,1
El Repertorio. Revista Mensual Ilustrada,"Nieremberg, Juan Eusebio",Directed,6343,,2
CULTURA,"Nieto Caballero, Agustín",Directed,6344,,21
CULTURA,"Nieto Caballero, Luis Eduardo",Directed,6345,,4
Alpha,"Nieto, Ricardo",Directed,6346,,2
Lectura Amena,"Nieto, Ricardo",Directed,6347,,5
Trofeos,"Nieto, Ricardo",Directed,6348,,1
Alma Española,"Nietzsche, Friedrich",Directed,6349,,1
La Vida Literaria,"Nietzsche, Friedrich",Directed,6350,,2
Luz,"Nin y Castellanos, Joaquín",Directed,6351,,5
Vida Nueva,"Nocem, César",Directed,6352,,2
Germinal,"Nocém, César",Directed,6353,,1
Luz i Sombra,"Nogales Nogales, José",Directed,6354,,1
Alma Española,"Nogales, José",Directed,6355,,1
Lectura y Arte,"Nogales, José",Directed,6356,,1
Gente Vieja,"Noguera, Antonio",Directed,6357,,3
Gente Vieja,"Nogués, José María",Directed,6358,,42
Luz i Sombra,"Nolasco Préndez, Pedro",Directed,6359,,1
Arte Joven,"Nonell, Isidre",Directed,6360,,1
La Vida Literaria,"Nonell, Isidre",Directed,6361,,1
Luz,"Nonell, Isidre",Directed,6362,,4
Revista Contemporánea,"Nordau, Max",Directed,6363,,1
Revista Azul,"Noriac, Jules",Directed,6364,,1
Revista Azul,"Noriega, Eloy",Directed,6365,,1
La Bibliotéca,"Novaro, Bartolomé",Directed,6366,,2
Revista Azul,"Novelo, José Inés",Directed,6367,,4
Alpha,"Novicow, F.",Directed,6368,,1
Gente Vieja,"Novo y Colson, Pedro de",Directed,6369,,4
Gente Vieja,"Núñez de Arce, Gaspar",Directed,6370,,14
Germinal,"Núñez de Arce, Gaspar",Directed,6371,,1
Revista Azul,"Núñez de Arce, Gaspar",Directed,6372,,7
El Nuevo Mercurio,"Núñez y Domínguez, José de Jesús",Directed,6373,,1
Gente Vieja,"Núñez y Topete, Salomé",Directed,6374,,1
Lectura y Arte,"Núñez, Carlos",Directed,6375,,1
Revista Azul,"Núñez, Rafael",Directed,6376,,1
Revista Literaria. Publicación Mensual,"Núñez, Rafael",Directed,6377,,2
Revista Literaria. Publicación Mensual,"O'Kelly, James J.",Directed,6378,,1
La Vida Literaria,"O'Neille y Rosiñol, Juan",Directed,6379,,1
Gente Vieja,"O'Ryan y Vázquez, J.",Directed,6380,,1
La Bibliotéca,"Obligado, Manuel de",Directed,6381,,1
La Bibliotéca,"Obligado, Rafael",Directed,6382,,1
La Habana Literaria,"Obligado, Rafael",Directed,6383,,1
Revista Azul,"Obligado, Rafael",Directed,6384,,2
Revista Literaria. Publicación Mensual,"Obligado, Rafael",Directed,6385,,1
Gente Vieja,"Obregón, Bernardo",Directed,6386,,1
Revista Azul,"Obregón, M. de",Directed,6387,,1
Gente Vieja,"Ochando, Federico",Directed,6388,,1
Revista Azul,"Ochoa, José M.",Directed,6389,,6
Gente Vieja,"Ochoa, Rafael",Directed,6390,,2
Luz,"Odarp, J.",Directed,6391,,2
Helios,"Ohnet, Georges",Directed,6392,,1
Revista Azul,"Ojeda Verduzco, Ignacio",Directed,6393,,1
Revista Azul,"Olaguíbel, Francisco M. de",Directed,6394,,5
Alpha,"Olano, Ricardo",Directed,6395,,1
El Montañés,"Olano, Ricardo",Directed,6396,,2
Lectura Amena,"Olano, Ricardo",Directed,6397,,1
Lectura y Arte,"Olano, Ricardo",Directed,6398,,2
Lectura y Arte,"Olarte, Enrique",Directed,6399,,1
CULTURA,"Olaya Herrera, Enrique",Directed,6400,,1
Revista Moderna. (Enciclopedia colombiana),"Olaya Herrera, Enrique",Directed,6401,,1
Trofeos,"Olaya Herrera, Enrique",Directed,6402,,1
Instantáneas,"Olivares, Adolfo",Directed,6403,,1
Revista Azul,"Oliveira Cézar, Filiberto de",Directed,6404,,1
Gente Vieja,"Oliver, Federico",Directed,6405,,1
Alma Española,"Oliver, Miquel dels Sants",Directed,6406,,3
Renacimiento,"Oliver, Miquel dels Sants",Directed,6407,,1
Luz i Sombra,"Olivos Carrasco, Horacio",Directed,6408,,1
Germinal,"Oller, Narcís",Directed,6409,,1
Revista Azul,"Oller, Narcís",Directed,6410,,1
Gente Vieja,"Olmedilla y Puig, Joaquín",Directed,6411,,7
CULTURA,"Onorato, Desiderio",Directed,6412,,1
Luz,"Opisso, Ricardo",Directed,6413,,1
Arte Joven,"Orbe, T.",Directed,6414,,2
Revista Literaria. Publicación Mensual,"Orbigny, Alcide Charles Victor Marie Dessalines de",Directed,6415,,1
Gente Vieja,"Ordás, Pablo",Directed,6416,,1
Instantáneas,"Ordóñez, Mariano",Directed,6417,,1
Instantáneas,Orlando,Directed,6418,,1
La Bibliotéca,"Orma, Adolfo Fermín",Directed,6419,,1
Instantáneas,"Orrego Barros, Antonio",Directed,6420,,1
Lectura y Arte,"Orrego Barros, Antonio",Directed,6421,,1
Renacimiento,"Ors, Eugenio d'",Directed,6422,,2
La Bibliotéca,"Orta y Azamor, Agustín de",Directed,6423,,1
Alma Española,"Ortega Munilla, José",Directed,6424,,1
Revista Azul,"Ortega Munilla, José",Directed,6425,,2
Helios,"Ortega y Gasset, José",Directed,6426,,1
Gente Vieja,"Ortega, Alfonso",Directed,6427,,2
Revista Contemporánea,"Ortega, Alfredo",Directed,6428,,4
CULTURA,"Ortega, Alfredo Tomás",Directed,6429,,1
Revista Moderna. (Enciclopedia colombiana),"Ortiz V., Manuel",Directed,6430,,1
Helios,"Ortiz de Pinedo, José",Directed,6431,,1
Renacimiento,"Ortiz de Pinedo, José",Directed,6432,,2
Gente Vieja,"Ortiz de Pinedo, Manuel",Directed,6433,,11
Gente Vieja,"Ortiz, Antonio",Directed,6434,,1
Luz i Sombra,"Ortiz, Daniel",Directed,6435,,1
Revista Literaria. Publicación Mensual,"Ortiz, José Joaquín",Directed,6436,,2
Germinal,"Ortiz, José María",Directed,6437,,1
Revista Literaria. Publicación Mensual,"Ortiz, Nicolás",Directed,6438,,1
Revista Literaria. Publicación Mensual,"Ortiz, Rafael",Directed,6439,,1
Revista Literaria. Publicación Mensual,"Ortiz, Venancio",Directed,6440,,2
Vida Nueva,"Ortiz, Álvaro",Directed,6441,,1
Germinal,"Orts-Ramos, Tomás",Directed,6442,,1
La Vida Literaria,"Orts-Ramos, Tomás",Directed,6443,,5
El Nuevo Mercurio,"Ory, Eduardo de",Directed,6444,,2
Germinal,"Oscariz, Victor",Directed,6445,,1
Vida Nueva,"Oscariz, Victor",Directed,6446,,1
La Bibliotéca,"Osmond, Eustache René d'",Directed,6447,,2
Alpha,"Ospina Vásquez, Mariano",Directed,6448,,8
El Montañés,"Ospina Vásquez, Mariano",Directed,6449,,25
La Gruta,"Ospina Vásquez, Mariano",Directed,6450,,1
Lectura y Arte,"Ospina Vásquez, Mariano",Directed,6451,,6
Alpha,"Ospina Vásquez, Tulio",Directed,6452,,1
El Montañés,"Ospina Vásquez, Tulio",Directed,6453,,5
Lectura y Arte,"Ospina Vásquez, Tulio",Directed,6454,,1
El Montañés,"Ospina, Pedro Nel",Directed,6455,,3
El Repertorio. Revista Mensual Ilustrada,"Ospina, Pedro Nel",Directed,6456,,1
La Bohemia Alegre,"Ospina, Pedro Nel",Directed,6457,,1
Luz i Sombra,"Ossa, José Gregorio",Directed,6458,,2
Trofeos,"Ossa, Valentín",Directed,6459,,1
Gente Vieja,"Ossorio y Bernard, Manuel",Directed,6460,,12
Revista Literaria. Publicación Mensual,"Ossorio y Bernard, Manuel",Directed,6461,,2
Revista Azul,"Othón, Manuel José",Directed,6462,,9
Luz,"Oury, Louis",Directed,6463,,1
Trofeos,"Ouvré, Henry",Directed,6464,,1
Revista Nueva Spain,"Ovejero, Andrés",Directed,6465,,1
Alma Española,"Ovidius Naso, Publius",Directed,6466,,1
Revista Azul,"Oyuela, Calixto",Directed,6467,,1
Germinal,P.,Directed,6468,,1
La Vida Literaria,P.,Directed,6469,,1
Vida Nueva,P.,Directed,6470,,1
La Gruta,P. A.,Directed,6471,,1
Instantáneas,P. M.,Directed,6472,,1
Luz i Sombra,"P. del Valle, José",Directed,6473,,1
Vida Nueva,"P. y L., J.",Directed,6474,,1
Alma Española,"Pacheco, Francisco",Directed,6475,,1
Germinal,"Pagadizábal, Fermín",Directed,6476,,5
Revista Azul,"Pagaza, Joaquín Arcadio",Directed,6477,,8
Luz,"Pahissa, Jaume",Directed,6478,,3
La Gruta,"Paillié, Francisco A.",Directed,6479,,1
Revista Contemporánea,"Paillié, Francisco A.",Directed,6480,,1
Trofeos,"Paillié, Francisco A.",Directed,6481,,2
El Repertorio. Revista Mensual Ilustrada,"Palacio M., Obdulio",Directed,6482,,2
Alpha,"Palacio Muñoz, Obdulio",Directed,6483,,2
El Montañés,"Palacio Muñoz, Obdulio",Directed,6484,,1
Trofeos,"Palacio Uribe, Benjamín",Directed,6485,,1
Lectura Amena,"Palacio Uribe, Tomás",Directed,6486,,1
Instantáneas,"Palacio Valdés, Armando",Directed,6487,,1
La Vida Literaria,"Palacio Valdés, Armando",Directed,6488,,1
Panida,"Palacio, Eduardo A.",Directed,6489,,1
Revista Azul,"Palacio, Ernesto O.",Directed,6490,,1
Gente Vieja,"Palacio, Manuel del",Directed,6491,,68
Revista Azul,"Palacio, Manuel del",Directed,6492,,2
Revista Literaria. Publicación Mensual,"Palacio, Manuel del",Directed,6493,,5
Revista Nueva Spain,"Palacio, Manuel del",Directed,6494,,2
Helios,"Palacios Olmedo, Manuel de",Directed,6495,,2
Revista Literaria. Publicación Mensual,"Palacios, Eustaquio",Directed,6496,,1
La Bibliotéca,"Palacios, Pedro Bonifacio",Directed,6497,,1
Gente Vieja,"Palencia, Ceferino",Directed,6498,,1
Revista Azul,"Pallares, Jacinto",Directed,6499,,1
Lectura Amena,"Palma, Clemente",Directed,6500,,3
Revista Azul,"Palma, Clemente",Directed,6501,,9
Revista Azul,"Palma, Ricardo",Directed,6502,,3
Germinal,"Palmaroli González, Vicente",Directed,6503,,1
Gente Vieja,"Palomero Dechado, Antonio",Directed,6504,,1
Germinal,"Palomero Dechado, Antonio",Directed,6505,,18
La Vida Literaria,"Palomero Dechado, Antonio",Directed,6506,,3
Alpha,"Paláu R., Antonio M.",Directed,6507,,1
CULTURA,"Paláu, Alfonso",Directed,6508,,16
Gente Vieja,"Paláu, Melchor de",Directed,6509,,39
Revista Literaria. Publicación Mensual,"Paláu, Melchor de",Directed,6510,,1
Gente Vieja,Panzaque,Directed,6511,,1
El Nuevo Mercurio,"Papadiamantopoulos, Ioannis",Directed,6512,,1
Panida,"Papini, Giovanni",Directed,6513,,1
Revista Nueva Spain,"Paradoxa, S.",Directed,6514,,1
Alma Española,"Pardo Bazán, Emilia",Directed,6515,,1
El Nuevo Mercurio,"Pardo Bazán, Emilia",Directed,6516,,1
Gente Vieja,"Pardo Bazán, Emilia",Directed,6517,,1
Helios,"Pardo Bazán, Emilia",Directed,6518,,1
Instantáneas,"Pardo Bazán, Emilia",Directed,6519,,2
Renacimiento,"Pardo Bazán, Emilia",Directed,6520,,3
Revista Azul,"Pardo Bazán, Emilia",Directed,6521,,9
Alpha,"Pardo Farelo, Enrique",Directed,6522,,3
CULTURA,"Pardo Farelo, Enrique",Directed,6523,,2
Revista Moderna. (Enciclopedia colombiana),"Pardo Farelo, Enrique",Directed,6524,,1
Trofeos,"Pardo Farelo, Enrique",Directed,6525,,2
La Vida Literaria,"Pardo de Figueroa, Mariano",Directed,6526,,1
Revista Azul,"Pardo, Miguel Eduardo",Directed,6527,,3
Gente Vieja,"Pareja Serrada, Antonio",Directed,6528,,13
Instantáneas,"Parellada, Pedro",Directed,6529,,1
Vida Nueva,"Paris, Luis",Directed,6530,,1
Revista Nueva Spain,"Parlow, Hans",Directed,6531,,1
La Gruta,"Parma, Juan de",Directed,6532,,1
Panida,"Parra Toro, Libardo",Directed,6533,,5
Luz i Sombra,"Parra U., Pedro Tomás",Directed,6534,,1
El Nuevo Mercurio,"Parra, Gonzalo de la",Directed,6535,,1
El Nuevo Mercurio,"Parra, Manuel de la",Directed,6536,,1
Revista Azul,"Parra, Porfirio",Directed,6537,,2
Alma Española,"Parrado, Gil",Directed,6538,,1
La Vida Literaria,"Parrilla, H.",Directed,6539,,1
Alma Española,Parsondes,Directed,6540,,1
Alpha,"Parville, Henry de",Directed,6541,,1
CULTURA,"París, Gonzalo",Directed,6542,,2
Lectura Amena,"París, Luis",Directed,6543,,1
El Repertorio. Revista Mensual Ilustrada,"Pascal, Blaise",Directed,6544,,1
Gente Vieja,Pascual Millán,Directed,6545,,1
La Vida Literaria,"Pascual, Juan",Directed,6546,,1
Germinal,"Paso, Manuel",Directed,6547,,4
La Bibliotéca,"Pasquier, Étienne-Denis",Directed,6548,,6
Lectura Amena,"Pastor Ríos, Justo",Directed,6549,,1
Gente Vieja,"Pastor, Leandro Tomás",Directed,6550,,10
Revista Azul,"Pat y Valle, Gonzalo",Directed,6551,,1
El Nuevo Mercurio,"Paterson, Roberto G.",Directed,6552,,1
Germinal,Paulo,Directed,6553,,1
La Vida Literaria,"Peichersal, R.",Directed,6554,,1
La Bibliotéca,"Pellegrini, Carlos",Directed,6555,,3
Helios,"Pellicer y López, Julio",Directed,6556,,2
Revista Azul,"Peltier, Paul",Directed,6557,,1
Gente Vieja,"Peláez y Porta, Marcos",Directed,6558,,1
El Montañés,"Peláez, Anatolio",Directed,6559,,1
Alpha,"Peláez, Aurelio",Directed,6560,,1
Revista Literaria. Publicación Mensual,"Peláez, Fidel",Directed,6561,,1
Luz i Sombra,"Penagos, Ranulfo",Directed,6562,,1
Gente Vieja,Pepe sin Métrica,Directed,6563,,1
Gente Vieja,"Perales, Enrique",Directed,6564,,1
Alma Española,"Pereda y Revilla, Vicente de",Directed,6565,,1
Revista Azul,"Pereda, José María de",Directed,6566,,2
Revista Nueva Spain,"Pereda, José María de",Directed,6567,,1
Revista Contemporánea,"Pereira Gamba, Fortunato",Directed,6568,,2
Revista Moderna. (Enciclopedia colombiana),"Pereira Gamba, Fortunato",Directed,6569,,1
Revista Literaria. Publicación Mensual,"Pereira Gamba, Próspero",Directed,6570,,16
La Vida Literaria,"Pereira, Aureliano",Directed,6571,,1
Revista Azul,"Pereyra, Miguel E.",Directed,6572,,7
Gente Vieja,Perfecto Minuta,Directed,6573,,1
Revista Moderna. (Enciclopedia colombiana),"Perrier, Joseph-Luis",Directed,6574,,1
Germinal,"Peseux-Richard, H.",Directed,6575,,1
Revista Azul,"Peza, Juan de Dios",Directed,6576,,5
Luz i Sombra,"Pezoa Véliz, Carlos",Directed,6577,,5
Revista Azul,"Peña y Reyes, Antonio de la",Directed,6578,,3
Trofeos,"Peña, Pedro A.",Directed,6579,,1
Helios,"Peñafort, Raimundo de",Directed,6580,,5
Gente Vieja,"Peñaranda, Carlos",Directed,6581,,18
Revista Azul,"Peón del Valle, José",Directed,6582,,12
Revista Azul,"Peón y Contreras, José",Directed,6583,,3
Arte Joven,"Picasso, Pablo",Directed,6584,,26
Alpha,"Pichardo S., Manuel",Directed,6585,,1
Revista Azul,"Pichardo, Manuel Serafín",Directed,6586,,1
Luz,"Pichot, José",Directed,6587,,8
Luz,"Pichot, Ramón",Directed,6588,,3
La Vida Literaria,"Picolo, Manuel",Directed,6589,,8
Revista Literaria. Publicación Mensual,"Picón Febrés, Gonzalo",Directed,6590,,1
Gente Vieja,"Picón, Jacinto Octavio",Directed,6591,,4
La Vida Literaria,"Picón, Jacinto Octavio",Directed,6592,,1
Vida Nueva,"Picón, Jacinto Octavio",Directed,6593,,5
Revista Azul,"Picón-Febres, Gonzalo",Directed,6594,,3
Germinal,"Pieltain, Ricardo",Directed,6595,,1
Germinal,"Piernas y Hurtado, José Manuel",Directed,6596,,3
Luz,"Pijoán, José",Directed,6597,,1
Renacimiento,"Pijoán, José",Directed,6598,,1
El Montañés,"Pillo, C.",Directed,6599,,1
Trofeos,"Pilon, Edmond",Directed,6600,,1
Revista Azul,"Pimentel Coronel, Manuel",Directed,6601,,1
Revista Azul,"Pimentel, Emilio",Directed,6602,,1
La Gruta,"Pinto, Eliseo",Directed,6603,,1
Revista Nueva Spain,"Pinto, Manuel M.",Directed,6604,,2
Revista Moderna. (Enciclopedia colombiana),"Pinxit, Ch. Gill",Directed,6605,,1
Gente Vieja,"Pirala, Antonio",Directed,6606,,10
Germinal,"Pisemskij, Aleksej Feofilaktovich",Directed,6607,,4
Revista Literaria. Publicación Mensual,"Pizano, Marco A.",Directed,6608,,1
Revista Literaria. Publicación Mensual,"Pizarro, Alejandro",Directed,6609,,3
El Nuevo Mercurio,"Piñeyro, Enrique",Directed,6610,,1
La Vida Literaria,Plasencia,Directed,6611,,1
Alma Española,Plato,Directed,6612,,1
El Repertorio. Revista Mensual Ilustrada,Platón,Directed,6613,,1
Instantáneas,"Plaza Ferrand, Marcial",Directed,6614,,1
Luz i Sombra,"Plaza, Nicanor",Directed,6615,,1
Gente Vieja,"Pleguezuelo, Francisco",Directed,6616,,13
Alpha,"Poe, Edgar Allan",Directed,6617,,1
Helios,"Poe, Edgar Allan",Directed,6618,,1
Lectura Amena,"Poe, Edgar Allan",Directed,6619,,1
Panida,"Poe, Edgar Allan",Directed,6620,,1
Renacimiento,"Poe, Edgar Allan",Directed,6621,,1
Revista Azul,"Poe, Edgar Allan",Directed,6622,,1
La Vida Literaria,"Poggio, José Arturo",Directed,6623,,1
El Nuevo Mercurio,"Pomar, José",Directed,6624,,1
Luz i Sombra,"Pombo, Jorge",Directed,6625,,1
Revista Moderna. (Enciclopedia colombiana),"Pombo, Lino de",Directed,6626,,1
La Gruta,"Pombo, Rafael",Directed,6627,,1
La Habana Literaria,"Pombo, Rafael",Directed,6628,,1
Lectura Amena,"Pombo, Rafael",Directed,6629,,3
Revista Literaria. Publicación Mensual,"Pombo, Rafael",Directed,6630,,5
Revista Azul,"Ponce de León, Néstor",Directed,6631,,1
La Bibliotéca,"Ponce, José",Directed,6632,,1
Alma Española,"Pons y Umbert, Adolfo",Directed,6633,,1
Alma Española,"Pontes, A.",Directed,6634,,2
Luz i Sombra,"Pontmercy, Marius",Directed,6635,,1
Revista Literaria. Publicación Mensual,"Porcar y Tió, Manuel",Directed,6636,,1
Revista Literaria. Publicación Mensual,"Porras, José Ángel",Directed,6637,,3
La Bibliotéca,"Portalis, Roger",Directed,6638,,2
Alpha,"Posada Arango, Andrés",Directed,6639,,2
El Montañés,"Posada Arango, Andrés",Directed,6640,,1
El Repertorio. Revista Mensual Ilustrada,"Posada Hernández, Antonio",Directed,6641,,2
La Bohemia Alegre,"Posada Hernández, Antonio",Directed,6642,,3
CULTURA,"Posada, Adolfo",Directed,6643,,2
Revista Contemporánea,"Posada, Eduardo",Directed,6644,,6
Revista Literaria. Publicación Mensual,"Posada, Eduardo",Directed,6645,,2
Revista Moderna. (Enciclopedia colombiana),"Posada, Eduardo",Directed,6646,,1
Trofeos,"Posada, Eduardo",Directed,6647,,3
Helios,"Posada, Guillermo",Directed,6648,,1
La Gruta,"Posada, Guillermo",Directed,6649,,1
Lectura Amena,"Posada, Guillermo",Directed,6650,,1
Lectura y Arte,"Posada, Guillermo",Directed,6651,,1
Trofeos,"Posada, Guillermo",Directed,6652,,4
Germinal,"Poveda, Julio",Directed,6653,,13
Revista Nueva Spain,"Poveda, Julio",Directed,6654,,5
Gente Vieja,"Poyatos, Victoriano",Directed,6655,,1
Luz i Sombra,"Pradels, Octave",Directed,6656,,1
Luz,"Prado, J.",Directed,6657,,2
Germinal,Presos de las cárceles nacionales de Barcelona,Directed,6658,,3
Germinal,Presos de las cárceles nacionales y del castillo de Montjuich de Barcelona,Directed,6659,,2
Germinal,Presos del castillo de Montjuich,Directed,6660,,1
Germinal,Presos del castillo de Montjuich y de las cárceles nacionales de Barcelona,Directed,6661,,1
CULTURA,"Prevost, Marcel",Directed,6662,,1
Vida Nueva,"Prieto Mera, Francisco",Directed,6663,,3
La Vida Literaria,"Prieto Valdés, Casimiro",Directed,6664,,1
Revista Azul,"Prieto, Guillermo",Directed,6665,,4
Germinal,"Prim, Juan",Directed,6666,,1
Gente Vieja,"Primo de Rivera y Sobremonte, Fernando",Directed,6667,,2
Gente Vieja,"Primo de Rivera, Rafael",Directed,6668,,1
Gente Vieja,"Prudhomme, Sully",Directed,6669,,2
Germinal,"Prudhomme, Sully",Directed,6670,,2
Revista Azul,"Prudhomme, Sully",Directed,6671,,2
Revista Contemporánea,"Prudhomme, Sully",Directed,6672,,1
Revista Literaria. Publicación Mensual,"Prudhomme, Sully",Directed,6673,,2
Revista Moderna. (Enciclopedia colombiana),"Prudhomme, Sully",Directed,6674,,1
Trofeos,"Prudhomme, Sully",Directed,6675,,4
Gente Vieja,"Prugent Lobera, Enrique",Directed,6676,,14
El Nuevo Mercurio,"Pruneda, Álvaro",Directed,6677,,1
El Repertorio. Revista Mensual Ilustrada,"Prutz, Robert",Directed,6678,,1
Revista Literaria. Publicación Mensual,"Préndez Murúa, Pedro Nolasco",Directed,6679,,1
Helios,"Prévost, Marcel",Directed,6680,,1
Revista Azul,"Prévost, Marcel",Directed,6681,,6
Gente Vieja,"Príncipe y Satorres, Enrique",Directed,6682,,36
Gente Vieja,"Príncipe, Miguel Agustín",Directed,6683,,3
La Vida Literaria,"Puebla, Dionisio",Directed,6684,,1
La Bibliotéca,"Pueyrredón, Juan Martín de",Directed,6685,,3
Revista Literaria. Publicación Mensual,"Puga de Losada, Amalia",Directed,6686,,1
Luz i Sombra,"Puga y Acal, Manuel",Directed,6687,,1
Revista Azul,"Puga y Acal, Manuel",Directed,6688,,2
Revista Moderna. (Enciclopedia colombiana),"Pujol Martínez, Juan",Directed,6689,,1
Gente Vieja,"Pulido, Ángel",Directed,6690,,1
Luz,"Puvis de Chavannes, Pierre",Directed,6691,,9
Instantáneas,"Puyo, Constant",Directed,6692,,1
Alma Española,"Páez Jaramillo, Federico",Directed,6693,,1
Revista Literaria. Publicación Mensual,"Páez M., Julián",Directed,6694,,1
Revista Azul,"Pérez Bonalde, Juan Antonio",Directed,6695,,1
Alma Española,"Pérez Donaz, Ernesto",Directed,6696,,1
Gente Vieja,"Pérez Jiménez, Nicolás",Directed,6697,,1
Revista Contemporánea,"Pérez Monsalva, Santiago",Directed,6698,,2
Revista Azul,"Pérez Nieva, Alfonso",Directed,6699,,5
Revista Literaria. Publicación Mensual,"Pérez Nieva, Alfonso",Directed,6700,,1
Vida Nueva,"Pérez Rojas, Sixto",Directed,6701,,1
Alma Española,"Pérez Triana, Santiago",Directed,6702,,5
Alpha,"Pérez Triana, Santiago",Directed,6703,,2
El Montañés,"Pérez Triana, Santiago",Directed,6704,,1
El Nuevo Mercurio,"Pérez Triana, Santiago",Directed,6705,,1
Helios,"Pérez Triana, Santiago",Directed,6706,,12
